,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,encoded_HomePlanet,encoded_Destination,encoded_Transported
2080,0,31.0,0,0.0,0.046959380136182206,2.85629150349055,0.004462691895751518,0.012431110926946506,0,0,0
2081,0,24.0,0,0.0,4.092174554724449,0.0,0.6247768654052124,0.0,0,2,0
2082,0,39.0,0,0.06281845466601522,0.06037634588937712,0.0,0.008925383791503035,3.63817179795301,0,2,0
2083,1,20.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1
2084,1,20.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1
2085,0,19.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0
2086,0,20.0,0,3.8528652195156,0.026833931506389828,5.738123616550315,0.022313459478757586,0.0,2,0,0
2087,0,31.0,0,0.14657639422070218,0.0,4.388728077643453,0.0,0.0,2,2,0
2088,1,17.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1
2089,0,24.0,0,17.71480421581629,0.0,0.2596628639536864,0.0,0.0,2,2,0
2090,0,27.0,0,1.4169051441334544,1.8079361352430146,0.0,0.0,0.0,0,2,0
2091,0,28.0,0,0.0,0.5433871130043941,3.154265281798059,16.659228846840417,0.4102266605892347,1,0,1
2092,1,41.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2093,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2094,0,26.0,0,0.6491240315488239,0.0,1.9964243146603098,0.0,0.0,0,1,1
2095,0,27.0,0,3.3852167236685977,3.71985375507329,3.92048356887451,0.0,0.0041437036423155015,0,2,0
2096,0,22.0,0,0.2652334752565087,1.620098614698286,0.34054146092286736,0.2097465191003213,0.5013881407201757,0,2,1
2097,0,62.0,0,2.233545054791652,3.9546506557542016,3.2181168057210967,22.29560871117458,0.3522148095968176,1,0,0
2098,0,58.0,0,0.013959656592447826,0.0033542414382987285,0.05959475566150178,0.008925383791503035,4.777690299589773,1,2,0
2099,0,37.0,0,0.0,4.588602287592661,0.0,0.008925383791503035,3.977955496622881,0,1,0
2100,0,54.0,0,4.892859635652963,0.10733572602555931,0.7279073727226291,0.03570153516601214,0.0,0,2,0
2101,0,26.0,0,0.0,0.03354241438298729,0.0,3.1328097108175648,0.0041437036423155015,0,2,0
2102,1,44.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2103,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2104,1,47.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2105,0,27.0,1,0.0,11.206520645356052,0.0,0.3570153516601214,2.709982182074338,1,2,1
2106,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2107,1,46.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2108,0,29.0,0,0.0,0.0,3.76723991145922,0.0,0.0,0,2,1
2109,0,43.0,0,3.3852167236685977,0.013416965753194914,0.5789204835688745,0.21420921099607285,0.0,0,0,0
2110,0,42.0,0,0.0,0.0,0.13621658436914694,3.4451981435201713,0.0,0,2,0
2111,0,39.0,0,0.0,0.0,0.05533798739996594,0.0,3.5967347615298553,0,2,1
2112,0,30.0,0,4.29957423047393,0.0,0.7875021283841308,0.9371652981078187,1.9682592300998631,2,2,0
2113,0,43.0,0,16.179241990647032,0.0,2.7541290652136894,0.3614780435558729,0.0,2,2,1
2114,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2115,1,26.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2116,0,46.0,0,1.1935506386542891,0.0,5.350757704750554,0.022313459478757586,0.0,2,2,1
2117,0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2118,1,21.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
2119,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2120,0,22.0,0,0.0,0.0,0.0,0.04462691895751517,3.2238014337214604,0,2,0
2121,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2122,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2123,0,36.0,0,1.682138619389963,0.0,2.8520347352290143,0.0,0.0,2,1,0
2124,0,19.0,0,0.18147553570182173,1.0498775701875023,2.0006810829218455,0.0,0.0,0,2,0
2125,1,18.0,0,0.0,0.0,2.0006810829218455,0.0,0.0,1,0,1
2126,0,47.0,0,0.0,0.46959380136182205,2.0006810829218455,0.379328811138879,16.45050345999254,1,0,0
2127,0,18.0,0,0.13959656592447825,3.5689128903498473,0.0,0.0,48.24514150747938,1,2,0
2128,0,6.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2129,0,20.0,0,0.0,1.8247073424345086,0.004256768261535842,0.0,1.5663199767952596,0,2,0
2130,0,18.0,0,1.8287150136106651,1.012980914366216,4.797377830750894,18.85487325955016,0.0,2,2,0
2131,0,37.0,0,0.0,0.0033542414382987285,0.0,0.9773295251695824,0.0,0,2,0
2132,0,22.0,0,0.08375793955468695,2.5022641129708516,3.4139281457517456,0.258836129953588,0.0,0,2,0
2133,0,37.0,0,0.13959656592447825,0.0,10.89306998127022,0.08925383791503035,0.0,2,2,1
2134,0,6.0,0,0.0,0.0,0.0,0.08925383791503035,0.0,0,0,0
2135,0,36.0,0,0.020939484888671738,0.0,1.8516941937680915,0.03570153516601214,1.147805908921394,0,2,0
2136,0,46.0,0,2.973406854191387,0.12410693321705296,0.0,0.0,2.353623668835205,0,0,0
2137,0,75.0,0,0.0,0.0,5.210284352119871,0.0,7.330211743256123,0,2,0
2138,0,37.0,0,0.0,0.026833931506389828,0.29797377830750893,1.606569082470546,1.0690755397173994,0,2,0
2139,1,22.0,0,0.0,0.0,0.29797377830750893,0.0,0.0,0,2,1
2140,0,33.0,0,1.8845536399804563,1.3819474725790764,0.004256768261535842,0.0,0.020718518211577507,0,1,0
2141,0,35.0,0,1.2144901235429608,0.0,1.6218287076451559,0.0,0.25690962582356114,2,2,0
2142,0,19.0,0,0.0,0.0,0.0,0.0,33.957651348775535,1,0,0
2143,0,34.0,0,0.0,0.07379331164257202,0.0,13.513031060335596,15.61347532424481,1,0,0
2144,0,23.0,0,7.049626579186152,0.0,0.14047335263068278,0.04462691895751517,0.0,0,2,1
2145,0,37.0,0,10.52558107070566,0.0,0.0,0.004462691895751518,0.0,0,0,0
2146,0,24.0,0,9.541425280938089,0.0,0.004256768261535842,0.0,0.0,0,0,0
2147,0,54.0,1,0.0,11.340690302888001,0.0,19.91699393073902,0.14088592383872706,1,2,0
2148,0,52.0,0,9.611223563900328,0.0,0.13621658436914694,0.09817922170653338,0.0,2,0,1
2149,1,60.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2150,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2151,0,22.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2152,0,22.0,0,0.0,0.9962097071747225,0.012770304784607524,3.016779721528026,12.116189450130527,1,2,0
2153,0,27.0,0,0.0,40.509173850333745,0.0,0.33470189218136376,0.0,1,0,1
2154,1,48.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2155,0,47.0,0,9.213373351015566,1.435615335591856,0.017027073046143367,0.10710460549803642,0.0,1,0,0
2156,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2157,0,49.0,0,0.06281845466601522,8.137389729312716,0.40439298484590497,5.573902177793645,0.6961422119090043,1,0,0
2158,0,33.0,0,0.0,6.748733773857042,0.004256768261535842,40.717600856836846,0.016574814569262006,1,2,0
2159,0,67.0,0,0.0,15.815248381578506,0.0,2.673152445555159,0.024862221853893012,1,2,1
2160,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2161,1,60.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2162,1,56.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2163,0,59.0,0,0.0,7.41287357864019,0.0,18.230096394144947,0.04558074006547052,1,2,0
2164,1,44.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2165,0,33.0,0,0.0,2.55928621742193,0.004256768261535842,0.29453766511960017,0.34807110595450214,0,2,0
2166,1,28.0,0,0.0,0.0,0.004256768261535842,0.0,0.0,2,2,0
2167,0,29.0,0,9.527465624345641,0.0,3.367103694874851,0.9371652981078187,0.0,2,2,0
2168,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2169,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2170,1,45.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2171,0,39.0,0,0.0,1.5228256129876228,0.0,2.026062120671189,0.0,0,2,0
2172,0,18.0,0,0.8934180219166609,0.12410693321705296,2.664736931721437,0.0,0.020718518211577507,0,2,0
2173,1,57.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2174,0,25.0,0,0.0,2.549223493107034,0.0,0.09371652981078187,0.09530518377325654,0,0,0
2175,1,25.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2176,1,22.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2177,0,32.0,0,0.0,13.772515345654579,1.6516260854759066,3.9807211710103534,0.008287407284631003,1,2,1
2178,1,29.0,0,0.0,13.772515345654579,0.0,0.0,0.0,2,2,1
2179,0,21.0,0,3.880784532700496,0.0,0.08513536523071684,7.09121742234916,0.0,0,2,0
2180,0,16.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0
2181,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2182,0,44.0,1,9.834578069379493,3.052359708851843,0.07236506044610931,6.479828632631203,15.671487175237228,1,2,0
2183,1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
2184,0,26.0,0,0.0977175961471348,0.0,0.0,3.82452695465905,0.0,0,2,0
2185,0,46.0,0,9.003978502128849,0.0,0.242635790907543,0.0,0.0,2,2,0
2186,0,24.0,0,0.0,0.0,2.758385833475226,0.0,0.0,0,1,0
2187,0,15.0,0,0.0,2.633079529064502,0.0,0.0,0.0,0,2,1
2188,1,53.0,0,0.0,2.633079529064502,0.0,0.0,0.0,0,1,0
2189,0,28.0,0,4.278634745585259,0.07379331164257202,0.0,0.0,0.0,0,0,0
2190,1,11.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2191,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2192,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2193,1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
2194,0,31.0,0,0.006979828296223913,0.0,0.008513536523071684,2.699928596929668,0.0,0,0,0
2195,0,9.0,0,0.006979828296223913,0.0,0.0,0.0,0.0,0,2,0
2196,0,44.0,1,0.0,4.102237279039345,0.33202792439979567,6.328097108175651,5.134048812828906,1,0,0
2197,0,35.0,0,0.0,2.421762318451682,0.0,0.0,0.7665851738283678,0,2,0
2198,0,30.0,0,0.18845536399804563,18.15315466407272,0.3660820704920824,0.0,0.0,0,2,1
2199,0,13.0,0,6.1422489006770435,0.0,0.0,0.0,0.0,0,0,0
2200,0,45.0,1,5.395407272981085,0.2750477979404958,0.0,0.026776151374509106,0.0,2,2,0
2201,1,4.0,0,0.0,0.2750477979404958,0.0,0.0,0.0,2,2,1
2202,1,21.0,0,0.0,0.2750477979404958,0.0,0.0,0.0,2,2,1
2203,0,20.0,0,0.0,1.37188474826418,4.231227651966627,0.9594787575865762,0.0,0,2,0
2204,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2205,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2206,0,29.0,0,0.0,0.0,3.3713604631363867,0.0,0.0,0,1,1
2207,0,28.0,0,16.863265163676974,29.939959078254454,0.17452749872296952,0.004462691895751518,1.9143910827497617,1,2,1
2208,0,44.0,0,0.0,0.013416965753194914,0.02554060956921505,3.8557657979293105,0.13674222019641155,0,2,1
2209,1,50.0,0,0.0,0.0,0.02554060956921505,0.0,0.0,1,2,1
2210,1,35.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0
2211,0,19.0,0,0.0,0.0,0.004256768261535842,2.8739735808639773,0.0,0,2,0
2212,0,22.0,0,4.041320583513645,0.0,1.1365571258300697,0.0,0.4475199933700742,2,2,0
2213,0,30.0,0,0.020939484888671738,0.0,3.745956070151541,0.0,0.16574814569262006,0,2,0
2214,0,36.0,0,0.0,15.952772280548755,0.0,34.889325240985364,0.3977955496622882,1,2,0
2215,0,20.0,0,3.238640329447896,0.0,6.095692150519326,0.0,0.0,2,2,1
2216,0,22.0,0,0.0,0.0,2.80521028435212,0.4194930382006426,0.0,0,0,1
2217,0,22.0,0,0.0,0.10062724314896186,0.0,0.0,2.7887125512783326,0,0,0
2218,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1
2219,0,35.0,0,1.354086689467439,0.0,2.886088881321301,0.0,0.0,0,2,0
2220,0,41.0,0,0.0,0.11068996746385804,0.0,5.908604069975009,0.0,0,0,0
2221,1,57.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2222,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2223,0,11.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
2224,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2225,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2226,0,30.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2227,1,11.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2228,0,23.0,0,12.375235569204998,0.0,0.33202792439979567,0.0,0.012431110926946506,2,2,0
2229,0,58.0,0,12.375235569204998,1.3416965753194916,0.0,3.0792574080685466,2.030414784734596,0,2,1
2230,0,22.0,0,0.0,0.15429510616174152,0.0,3.016779721528026,0.0,0,2,0
2231,0,24.0,0,0.0,0.0,0.0,0.26329882184933956,17.072059006339867,0,2,0
2232,0,20.0,0,5.360508131499965,0.06373058732767584,0.0,0.004462691895751518,0.0,0,2,0
2233,1,37.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2234,0,49.0,0,4.969637746911426,0.0033542414382987285,0.0,0.0,0.0,0,2,0
2235,0,46.0,0,0.0,1.8683124811323921,0.0,1.2807925740806854,3.236232544648407,0,2,0
2236,0,30.0,0,5.960773364975221,0.0,0.12770304784607525,0.0,0.0,0,2,0
2237,0,36.0,0,0.0,2.7169355650219704,0.0,0.0,0.0,0,0,0
2238,0,21.0,0,0.0,2.6163083218730083,0.18729780350757705,0.0,0.020718518211577507,0,2,0
2239,0,25.0,1,5.960773364975221,0.0,1.3579090754299337,0.0,0.0,2,2,0
2240,1,42.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2241,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2242,0,25.0,0,0.0488587980735674,0.0,0.0,3.9137807925740806,0.0,0,1,0
2243,0,29.0,0,0.0,1.8247073424345086,0.02979737783075089,11.82613352374152,6.468321385654498,1,2,0
2244,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2245,0,36.0,0,5.7792978292734,18.626102706872842,0.5533798739996595,0.2097465191003213,4.852276965151452,1,0,1
2246,1,44.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2247,1,18.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2248,0,22.0,0,2.038109862497383,1.324925368127998,0.0,0.0,0.012431110926946506,0,0,0
2249,1,22.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2250,1,43.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2251,0,29.0,0,0.13261673762825435,7.094220642001811,0.07236506044610931,0.0,0.0,0,2,1
2252,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2253,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2254,0,42.0,0,0.0,6.134907590648375,0.008513536523071684,13.981613709389503,10.139642812746033,1,2,0
2255,0,43.0,0,0.06281845466601522,0.0,4.593052954197174,0.0,3.0207599552480007,0,2,0
2256,0,32.0,0,0.07677811125846305,0.10398148458726059,0.0,3.7308104248482685,0.037293332780839517,0,2,0
2257,1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2258,0,22.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2259,1,20.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2260,0,34.0,0,0.23731416207161304,0.7479958407406165,6.636301719734377,0.0,0.0,0,2,1
2261,1,70.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2262,1,18.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2263,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2264,0,17.0,0,0.7817407691770784,0.18783752054472883,1.4132470628298996,0.0,2.5110844072431937,0,2,0
2265,0,13.0,0,0.0,0.006708482876597457,0.0,2.525883612995359,0.8618903576016244,0,2,0
2266,0,19.0,0,0.0,0.0,0.33628469266133154,2.525883612995359,0.0,0,2,0
2267,1,32.0,0,0.0,0.0,0.0,2.525883612995359,0.0,1,2,1
2268,0,33.0,0,0.027919313184895652,0.0,0.11918951132300357,0.0,11.424190941863838,0,2,0
2269,0,21.0,0,5.29768967683395,0.0,0.0,0.0,0.16574814569262006,0,2,0
2270,1,23.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2271,0,24.0,0,1.5844210232428282,1.8012276523664172,0.05533798739996594,0.0,0.0,0,2,1
2272,0,17.0,0,0.0,0.03689665582128601,2.09858675293717,0.0,1.5414577549413666,0,0,0
2273,1,34.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2274,0,31.0,0,10.176589655894466,1.4121356455237648,0.323514387876724,0.0,0.0,0,2,0
2275,0,43.0,0,0.041878969777343476,0.7916009794385,0.012770304784607524,1.9992859692966798,0.2237599966850371,0,0,0
2276,0,43.0,0,4.201856634326796,0.010062724314896186,0.11493274306146772,0.39717957872188503,0.2859155513197696,0,1,0
2277,0,33.0,0,0.0,0.0,2.813723820875192,0.0,0.38950814237765713,0,2,1
2278,1,28.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2279,1,27.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0
2280,1,7.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2281,1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2282,0,42.0,0,3.6713896838137785,0.006708482876597457,0.11918951132300357,0.7184933952159943,0.0,0,0,0
2283,1,27.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2284,0,19.0,0,0.0,0.0,0.0,0.7006426276329882,2.668545145651183,0,2,0
2285,0,42.0,0,3.8668248761080477,0.0,4.971905329473864,0.0,1.139518501636763,2,2,0
2286,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2287,1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2288,0,21.0,0,0.21637467718294132,0.31194445376178176,2.4604120551677164,0.0,0.0,0,2,1
2289,1,28.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2290,1,69.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2291,1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2292,0,48.0,0,0.404830041180987,0.0,0.0510812191384301,0.0,0.0,0,2,0
2293,0,42.0,0,0.404830041180987,0.0033542414382987285,0.2596628639536864,4.003034630489111,0.0,0,2,0
2294,0,42.0,0,6.972848467927689,0.0,0.20858164481525626,0.0,0.04558074006547052,2,2,0
2295,0,23.0,0,0.970196133175124,0.0,0.0,2.5303463048911103,0.0,0,2,0
2296,0,26.0,0,0.0,0.0,0.0,2.423241699393074,0.0,0,2,0
2297,0,45.0,0,0.0,0.0,1.9155457176911288,0.4194930382006426,1.5083081258028426,0,2,0
2298,0,30.0,0,5.276750191945278,0.013416965753194914,0.12770304784607525,0.0,0.0,0,2,0
2299,1,36.0,0,0.0,0.0,0.12770304784607525,0.0,0.0,2,2,1
2300,0,35.0,0,0.0,0.09056451883406567,0.0,15.94519814352017,15.095512368955372,1,2,0
2301,0,35.0,0,0.0,0.0,0.004256768261535842,0.0,5.237641403886794,0,2,0
2302,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2303,1,50.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2304,1,52.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2305,1,21.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0
2306,0,41.0,0,4.760242898024709,0.0,0.0,0.0,0.07044296191936353,0,0,0
2307,0,35.0,0,18.105674600404832,0.6540770804682521,0.0,0.0,0.0,0,0,0
2308,0,26.0,0,3.8528652195156,0.6440143561533559,0.12770304784607525,0.0,0.0041437036423155015,0,2,0
2309,0,17.0,0,4.076219724994766,2.475430181464462,0.22986548612293545,0.0,2.5732399618779263,0,2,0
2310,0,69.0,0,31.2905702519718,0.0,2.234803337306317,0.0,2.071851821157751,2,2,0
2311,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2312,0,25.0,0,0.013959656592447826,9.264414852581089,2.349736080367785,0.0,5.763891766460863,0,1,0
2313,1,27.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2314,0,25.0,0,0.44670901095833043,0.0,0.0,2.9453766511960016,0.0,0,2,0
2315,0,36.0,0,0.0,0.0,0.0,0.14726883255980008,2.5649525545932956,0,0,0
2316,0,14.0,0,1.0330145878411392,0.0,0.14473012089221862,3.605855051767226,0.0,0,2,0
2317,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2318,0,22.0,0,1.8985132965729044,0.14758662328514405,0.0,4.748304177079614,1.7320681224878798,0,2,0
2319,0,24.0,0,6.093390102603475,0.04025089725958474,0.004256768261535842,0.0,0.012431110926946506,0,2,0
2320,0,4.0,0,2.170726600125637,0.0,3.1712923548442027,1.035344519814352,0.0,2,2,0
2321,0,4.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2322,0,19.0,0,0.0,0.043605138697883475,1.23871956410693,2.14655480185648,0.008287407284631003,0,2,0
2323,0,19.0,0,0.0,0.016771207191493644,0.017027073046143367,2.414316315601571,0.9862014668710894,0,2,0
2324,0,38.0,0,0.0,8.405729044376614,0.19581134003064873,49.094073545162445,0.020718518211577507,1,0,0
2325,1,39.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2326,0,23.0,0,0.2512738186640609,8.274913628282963,0.0,1.7002856122813281,3.3273940247793474,1,0,0
2327,1,57.0,0,0.0,8.274913628282963,0.0,0.0,0.0,1,0,1
2328,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2329,0,43.0,0,0.0,0.03018817294468856,4.873999659458539,0.0,0.0,0,2,0
2330,0,28.0,0,0.23731416207161304,0.0,5.7125830069811,0.4061049625133881,0.0,2,2,1
2331,0,33.0,0,0.0,29.379800758058565,0.0,12.44198500535523,18.700534537769858,1,0,0
2332,1,37.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2333,0,28.0,0,0.0,0.1844832791064301,0.0,2.9275258836129954,0.0,0,2,0
2334,0,28.0,1,0.013959656592447826,7.191493643712474,0.0,1.9412709746519101,24.331827787676623,1,0,0
2335,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2336,0,29.0,0,0.5234871222167935,0.057022104451078394,0.0,0.9416279900035702,2.0967140430116435,0,0,0
2337,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2338,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2339,0,24.0,0,1.200530466950513,2.5995371146815147,1.4643282819683296,0.0,0.0,0,2,1
2340,0,59.0,0,0.0,18.136383456881227,0.0,1.2718671902891825,4.7031036340280945,1,2,0
2341,1,43.0,0,0.0,0.0,0.0,0.0,0.0,2,2,0
2342,1,20.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2343,1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2344,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2345,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2346,1,38.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2347,0,48.0,0,4.46011028128708,1.3819474725790764,0.46824450876894264,0.0,0.0,2,2,1
2348,0,25.0,0,12.103022265652266,0.0033542414382987285,0.8045292014302742,0.004462691895751518,0.0,2,2,0
2349,1,25.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2350,0,24.0,0,5.144133454317023,0.12410693321705296,7.159884215903286,0.0,0.0,2,2,0
2351,1,69.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2352,0,20.0,0,0.0,2.166839969140979,0.0,0.0,5.904777690299589,1,0,0
2353,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2354,1,28.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2355,0,23.0,0,0.0,0.03018817294468856,1.242976332368466,0.1561942163513031,1.44615257116811,0,1,1
2356,0,24.0,0,2.40804076219725,0.0,1.9198024859526648,0.0,2.4116355198276223,2,2,0
2357,0,44.0,0,0.0,4.970985811558716,0.540609569215052,6.939485897893609,5.208635478390586,1,1,0
2358,0,29.0,0,5.821176799050743,0.0,0.11918951132300357,0.5221349518029275,0.16989184933493556,2,2,0
2359,0,6.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2360,0,42.0,0,0.2861729601451804,6.41330963002717,0.0,8.474651910032131,0.17817925661956655,1,2,0
2361,1,78.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2362,0,36.0,0,3.824945906330704,0.6004092174554725,0.1021624382768602,0.0,0.31906518045829363,0,2,0
2363,0,37.0,0,0.0,0.3354241438298729,0.0,6.256694037843627,6.0580947250652635,1,0,0
2364,0,41.0,0,0.0,42.964478583168415,0.008513536523071684,12.65173152445555,6.273567314465669,1,0,1
2365,0,18.0,0,5.946813708382774,0.16100358903833897,0.0,0.03123884327026062,0.0,0,2,0
2366,0,62.0,0,11.607454456620367,0.0,0.09790567001532437,0.008925383791503035,0.049724443707786024,2,2,0
2367,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2368,0,55.0,0,8.941160047462834,0.0,0.02979737783075089,0.004462691895751518,0.0,2,2,0
2369,1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,2,1
2370,0,32.0,0,1.6611991345012913,0.5232616643746018,0.012770304784607524,0.008925383791503035,1.3425599801102224,0,2,0
2371,0,19.0,0,0.0,3.7701673766477715,0.017027073046143367,0.0,0.0,0,2,1
2372,0,7.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
2373,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
2374,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2375,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1
2376,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2377,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1,2,1
2378,0,3.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2379,0,32.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2380,0,55.0,0,2.812870803378237,0.0,3.9247403371360465,0.0,0.0,2,2,1
2381,1,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
2382,0,51.0,0,0.0,6.537416563244222,0.0,11.375401642270617,0.16160444205030455,1,2,0
2383,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
2384,0,21.0,0,6.156208557269491,0.0,0.0,0.0,0.0,0,2,0
2385,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,2,0
2386,0,19.0,0,1.354086689467439,0.14758662328514405,0.0,2.450017850767583,0.0041437036423155015,0,2,0
2387,1,24.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1
